verb,frame,voice,polarity,conditional,sentence,veridicality_normalized,acceptability_normalized,veridicality_loglikelihood,acceptability_loglikelihood
admit,that_S,active,negative,True,John didn't admit that a particular thing happened,-0.33727046847343445,0.0047449590638279915,-0.798255205154419,-1.4500243663787842
admit,that_S,active,positive,False,Someone admitted that a particular thing happened,1.641754150390625,1.571605920791626,-0.33684641122817993,-0.6848276257514954
admit,that_S,active,positive,True,John admitted that a particular thing happened,1.6709998846054077,2.1036200523376465,-0.06266681104898453,-0.3868829905986786
admit,to_VPstative,active,negative,False,A particular person didn\'t admit to have a particular thing.,-0.46634212136268616,0.06449100375175476,-0.669417142868042,-0.9608437418937683
admit,to_VPstative,active,positive,False,A particular person admitted to have a particular thing.,1.7588118314743042,0.7251217365264893,-0.06460671126842499,-1.13630211353302
admit,to_VPstative,passive,negative,False,A particular person wasn\'t admitted to have a particular thing.,-2.0783638954162598,-1.5063802003860474,-0.43803340196609497,-1.4608516693115234
admit,to_VPstative,passive,positive,False,A particular person was admitted to have a particular thing.,1.684546709060669,-0.432172566652298,-0.04069550335407257,-1.6190061569213867
admonish,to_VPeventive,passive,negative,False,A particular person wasn\'t admonished to do a particular thing.,-1.3926241397857666,-1.318105936050415,-0.4463122487068176,-1.3390127420425415
admonish,to_VPeventive,passive,positive,False,A particular person was admonished to do a particular thing.,-0.4522278904914856,-0.44681671261787415,-0.7852347493171692,-1.707733392715454
advertise,for_NP_to_VP,active,negative,False,Someone didn\'t advertise for a particular thing to happen.,-0.7849856615066528,-0.3066786527633667,-0.6931519508361816,-1.1748995780944824
advertise,for_NP_to_VP,active,positive,False,Someone advertised for a particular thing to happen.,-0.416836142539978,0.6395654082298279,-0.6252464056015015,-1.1350090503692627
advertise,that_S,active,negative,False,Someone didn\'t advertise that a particular thing happened,-0.6191661953926086,-0.31822285056114197,-1.0534594058990479,-1.0738855600357056
advertise,that_S,active,negative,True,John didn't advertise that a particular thing happened,0.21098308265209198,-0.3277384638786316,-0.7479749917984009,-1.0879559516906738
advertise,that_S,active,positive,False,Someone advertised that a particular thing happened,0.5477028489112854,0.5077719688415527,-0.5622883439064026,-1.00838303565979
advertise,that_S,active,positive,True,John advertised that a particular thing happened,0.7626051306724548,0.15763774514198303,-0.6392637491226196,-1.0880717039108276
advertise,to_VPeventive,active,negative,False,A particular person didn\'t advertise to do a particular thing.,-0.9504179954528809,-0.5810359716415405,-0.4522552490234375,-1.6487503051757812
advertise,to_VPeventive,active,positive,False,A particular person advertised to do a particular thing.,-0.12765252590179443,-0.32991620898246765,-0.7826200723648071,-1.5161676406860352
advertise,to_VPstative,active,negative,False,A particular person didn\'t advertise to have a particular thing.,-0.08742435276508331,-0.374509334564209,-0.5763098001480103,-1.2599256038665771
advertise,to_VPstative,active,positive,False,A particular person advertised to have a particular thing.,-0.032582756131887436,-0.15781660377979279,-0.7165334820747375,-1.054622769355774
advise,NP_to_VPeventive,active,negative,False,Someone didn\'t advise a particular person to do a particular thing.,-0.5576786994934082,0.0705183893442154,-0.5421794652938843,-0.8914198875427246
advise,NP_to_VPeventive,active,positive,False,Someone advised a particular person to do a particular thing.,-0.5902239084243774,0.7790852189064026,-0.579693078994751,-0.6699694395065308
advise,NP_to_VPstative,active,negative,False,Someone didn\'t advise a particular person to have a particular thing.,-0.7510108947753906,-0.6457549333572388,-0.7460852861404419,-1.1774327754974365
advise,NP_to_VPstative,active,positive,False,Someone advised a particular person to have a particular thing.,-0.03628870099782944,1.0178310871124268,-0.5486622452735901,-0.683210551738739
advise,for_NP_to_VP,active,negative,False,Someone didn\'t advise for a particular thing to happen.,-0.4504958391189575,-0.531482458114624,-0.6051231622695923,-1.1069514751434326
advise,for_NP_to_VP,active,positive,False,Someone advised for a particular thing to happen.,-0.5814871191978455,0.43153560161590576,-0.4426719546318054,-1.1410484313964844
advise,that_S,active,negative,False,Someone didn\'t advise that a particular thing happened,-0.20767106115818024,-1.2071033716201782,-0.792143702507019,-1.2829698324203491
advise,that_S,active,negative,True,John didn't advise that a particular thing happened,-0.3343244791030884,-0.33438217639923096,-0.5156486630439758,-1.4212621450424194
advise,that_S,active,positive,False,Someone advised that a particular thing happened,0.757148027420044,-0.2730422019958496,-0.5407177209854126,-1.9979091882705688
advise,that_S,active,positive,True,John advised that a particular thing happened,1.61509370803833,0.4836327135562897,-0.4030056893825531,-0.7061599493026733
advise,that_S,passive,negative,False,Someone wasn\'t advised that a particular thing happened,0.11518441140651703,0.8259572386741638,-0.985969066619873,-0.9942643046379089
advise,that_S,passive,negative,True,John wasn't advised that a particular thing happened,0.0379665344953537,-0.33759605884552,-0.9705495834350586,-1.3554713726043701
advise,that_S,passive,positive,False,Someone was advised that a particular thing happened,1.1286165714263916,0.02438747137784958,-0.44714322686195374,-1.00381600856781
advise,that_S,passive,positive,True,John was advised that a particular thing happened,1.6012400388717651,0.6341482400894165,-0.3509310781955719,-0.7150198221206665
advise,to_VPeventive,active,negative,False,A particular person didn\'t advise to do a particular thing.,-0.5649735927581787,-1.3448917865753174,-0.4050033986568451,-1.0210349559783936
advise,to_VPeventive,active,positive,False,A particular person advised to do a particular thing.,-0.8785848021507263,-1.358712911605835,-0.8495997190475464,-1.5132907629013062
advise,to_VPeventive,passive,negative,False,A particular person wasn\'t advised to do a particular thing.,-0.5108402371406555,0.566663384437561,-0.640514612197876,-1.0290335416793823
advise,to_VPeventive,passive,positive,False,A particular person was advised to do a particular thing.,-0.44447043538093567,2.843823194503784,-0.6988535523414612,-0.24055714905261993
advise,to_VPstative,passive,negative,False,A particular person wasn\'t advised to have a particular thing.,-0.8779038190841675,-0.21573549509048462,-0.6952394247055054,-1.1841278076171875
advise,to_VPstative,passive,positive,False,A particular person was advised to have a particular thing.,-0.4504958391189575,0.9583823084831238,-0.6051231622695923,-1.1085582971572876
advocate,for_NP_to_VP,active,negative,False,Someone didn\'t advocate for a particular thing to happen.,-0.5527433156967163,-0.1007012128829956,-0.5150107741355896,-1.2219725847244263
advocate,for_NP_to_VP,active,positive,False,Someone advocated for a particular thing to happen.,-0.5902239084243774,0.4357909560203552,-0.579693078994751,-0.4829089045524597
advocate,to_VPeventive,active,negative,False,A particular person didn\'t advocate to do a particular thing.,-0.8056106567382812,-0.4822413921356201,-0.6087953448295593,-1.3275372982025146
advocate,to_VPeventive,active,positive,False,A particular person advocated to do a particular thing.,-0.45868027210235596,-0.05835815146565437,-0.8303192853927612,-1.113945484161377
advocate,to_VPeventive,passive,negative,False,A particular person wasn\'t advocated to do a particular thing.,-0.9168740510940552,-1.1320364475250244,-0.6252683997154236,-1.3267672061920166
advocate,to_VPeventive,passive,positive,False,A particular person was advocated to do a particular thing.,-0.5065853595733643,-1.2241226434707642,-0.5777302980422974,-1.4159610271453857
affirm,for_NP_to_VP,active,negative,False,Someone didn\'t affirm for a particular thing to happen.,-1.3998944759368896,-0.858552873134613,-0.5717707872390747,-1.2695199251174927
affirm,for_NP_to_VP,active,positive,False,Someone affirmed for a particular thing to happen.,-0.02724914625287056,-1.5483031272888184,-0.6289976835250854,-1.5694012641906738
affirm,that_S,active,negative,False,Someone didn\'t affirm that a particular thing happened,-0.3732050657272339,-0.14681044220924377,-0.8680413365364075,-1.3135435581207275
affirm,that_S,active,negative,True,John didn't affirm that a particular thing happened,-0.3364758789539337,0.44121745228767395,-1.081181526184082,-1.3321959972381592
affirm,that_S,active,positive,False,Someone affirmed that a particular thing happened,1.6072508096694946,2.076162815093994,-0.3174331784248352,-0.5833142995834351
affirm,that_S,active,positive,True,John affirmed that a particular thing happened,1.3485186100006104,1.2859443426132202,-0.33585232496261597,-0.9201550483703613
affirm,to_VPeventive,active,negative,False,A particular person didn\'t affirm to do a particular thing.,-0.8313582539558411,-0.9721249341964722,-0.7119804620742798,-1.3111448287963867
affirm,to_VPeventive,active,positive,False,A particular person affirmed to do a particular thing.,0.8803393244743347,-0.06058727949857712,-0.5081009864807129,-1.6743574142456055
affirm,to_VPstative,active,negative,False,A particular person didn\'t affirm to have a particular thing.,-1.1105079650878906,-0.42567190527915955,-0.6960932016372681,-1.0408284664154053
affirm,to_VPstative,active,positive,False,A particular person affirmed to have a particular thing.,0.8387249112129211,0.5736377835273743,-0.5531991124153137,-1.4563124179840088
affirm,to_VPstative,passive,negative,False,A particular person wasn\'t affirmed to have a particular thing.,-1.1848746538162231,-0.8778741359710693,-0.6427696943283081,-1.3010615110397339
affirm,to_VPstative,passive,positive,False,A particular person was affirmed to have a particular thing.,1.7344309091567993,-0.11145617812871933,-0.060312479734420776,-1.0590739250183105
afford,for_NP_to_VP,active,negative,False,Someone didn\'t afford for a particular thing to happen.,-0.6859703660011292,-1.1617865562438965,-0.6533841490745544,-1.436969518661499
afford,for_NP_to_VP,active,positive,False,Someone afforded for a particular thing to happen.,0.20380088686943054,-0.17989087104797363,-0.6756567358970642,-1.2464797496795654
aggravate,that_S,passive,negative,False,Someone wasn\'t aggravated that a particular thing happened,1.6583119630813599,0.4872927963733673,-0.2544814944267273,-0.9799930453300476
aggravate,that_S,passive,negative,True,John wasn't aggravated that a particular thing happened,0.908643364906311,0.6202242970466614,-0.5359528064727783,-0.7142261266708374
aggravate,that_S,passive,positive,False,Someone was aggravated that a particular thing happened,1.641754150390625,1.2324663400650024,-0.33684641122817993,-0.7407381534576416
aggravate,that_S,passive,positive,True,John was aggravated that a particular thing happened,1.6922444105148315,1.8588769435882568,-0.07199759781360626,-0.3442506194114685
agitate,that_S,passive,negative,False,Someone wasn\'t agitated that a particular thing happened,1.2954258918762207,-0.17327463626861572,-0.3766099810600281,-0.9642173647880554
agitate,that_S,passive,negative,True,John wasn't agitated that a particular thing happened,0.6319478750228882,0.5116511583328247,-0.48997172713279724,-0.9328657388687134
agitate,that_S,passive,positive,False,Someone was agitated that a particular thing happened,1.6549540758132935,2.426755666732788,-0.06173790618777275,-0.43943414092063904
agitate,that_S,passive,positive,True,John was agitated that a particular thing happened,1.097822904586792,1.1023430824279785,-0.5877456068992615,-1.016127109527588
agonize,that_S,active,negative,False,Someone didn\'t agonize that a particular thing happened,0.08608442544937134,-0.4603005349636078,-0.9406528472900391,-1.9215373992919922
agonize,that_S,active,negative,True,John didn't agonize that a particular thing happened,0.24441419541835785,-0.3932161331176758,-0.7692256569862366,-0.9277880787849426
agonize,that_S,active,positive,False,Someone agonized that a particular thing happened,0.5327244997024536,-0.1649891436100006,-0.6297932863235474,-1.2988393306732178
agonize,that_S,active,positive,True,John agonized that a particular thing happened,1.3527835607528687,1.1231218576431274,-0.6054157018661499,-0.8375978469848633
agonize,that_S,passive,negative,False,Someone wasn\'t agonized that a particular thing happened,1.4947527647018433,-0.8329442143440247,-0.2710660696029663,-1.2150099277496338
agonize,that_S,passive,negative,True,John wasn't agonized that a particular thing happened,0.9603121876716614,-0.45684438943862915,-0.6320514678955078,-1.5420310497283936
agonize,that_S,passive,positive,False,Someone was agonized that a particular thing happened,1.2503349781036377,0.21058246493339539,-0.3913978040218353,-1.0568386316299438
agonize,that_S,passive,positive,True,John was agonized that a particular thing happened,1.6199513673782349,0.35394108295440674,-0.2797246277332306,-1.5209535360336304
agonize,to_VPeventive,active,negative,False,A particular person didn\'t agonize to do a particular thing.,-0.10718286782503128,-0.9661995768547058,-1.0294071435928345,-1.2532697916030884
agonize,to_VPeventive,active,positive,False,A particular person agonized to do a particular thing.,-0.2976227402687073,-0.607370913028717,-0.6786893606185913,-1.3288705348968506
agree,for_NP_to_VP,active,negative,False,Someone didn\'t agree for a particular thing to happen.,-0.8092238903045654,-0.2399289608001709,-0.9873034358024597,-1.2606520652770996
agree,for_NP_to_VP,active,positive,False,Someone agreed for a particular thing to happen.,0.06153988093137741,0.9094606041908264,-0.7890142798423767,-1.1920729875564575
agree,that_S,active,negative,False,Someone didn\'t agree that a particular thing happened,-0.259675532579422,1.5950589179992676,-0.8502237200737,-0.4837607443332672
agree,that_S,active,negative,True,John didn't agree that a particular thing happened,-0.6705414056777954,1.1503459215164185,-0.7360347509384155,-0.8697879910469055
agree,that_S,active,positive,False,Someone agreed that a particular thing happened,1.6072508096694946,1.992991328239441,-0.3174331784248352,-0.797218918800354
agree,that_S,active,positive,True,John agreed that a particular thing happened,1.2479075193405151,0.618496835231781,-0.9652457237243652,-1.0857837200164795
agree,to_VPeventive,active,negative,False,A particular person didn\'t agree to do a particular thing.,-1.8064507246017456,0.7339244484901428,-0.8698450922966003,-1.0557283163070679
agree,to_VPeventive,active,positive,False,A particular person agreed to do a particular thing.,0.4077974855899811,2.565598249435425,-0.6394264101982117,-0.37997403740882874
agree,to_VPstative,active,negative,False,A particular person didn\'t agree to have a particular thing.,-1.2777607440948486,-0.13492517173290253,-0.6937857866287231,-1.0151808261871338
agree,to_VPstative,active,positive,False,A particular person agreed to have a particular thing.,0.6458724737167358,1.416121482849121,-0.5034809708595276,-1.5536720752716064
aim,for_NP_to_VP,active,negative,False,Someone didn\'t aim for a particular thing to happen.,0.026062874123454094,0.2760230004787445,-0.6274542808532715,-1.30243980884552
aim,for_NP_to_VP,active,positive,False,Someone aimed for a particular thing to happen.,-0.7613595724105835,0.7641619443893433,-0.7147300243377686,-0.7886319756507874
aim,to_VPeventive,active,negative,False,A particular person didn\'t aim to do a particular thing.,-1.2965120077133179,0.468301385641098,-0.8826632499694824,-1.004945158958435
aim,to_VPeventive,active,positive,False,A particular person aimed to do a particular thing.,-0.3691018223762512,1.312856912612915,-0.571960985660553,-0.6343349814414978
aim,to_VPeventive,passive,negative,False,A particular person wasn\'t aimed to do a particular thing.,-1.304097056388855,-1.2630447149276733,-0.5361260175704956,-1.259407639503479
aim,to_VPeventive,passive,positive,False,A particular person was aimed to do a particular thing.,-0.18666012585163116,-0.8073017597198486,-0.583337128162384,-1.445923089981079
aim,to_VPstative,active,negative,False,A particular person didn\'t aim to have a particular thing.,-1.239802598953247,0.11100562661886215,-1.0635371208190918,-0.9394003748893738
aim,to_VPstative,active,positive,False,A particular person aimed to have a particular thing.,-0.5281031131744385,0.4089525640010834,-0.7126672267913818,-1.0126745700836182
alarm,that_S,passive,negative,False,Someone wasn\'t alarmed that a particular thing happened,1.6436177492141724,1.4331200122833252,-0.06123250722885132,-0.5442870855331421
alarm,that_S,passive,negative,True,John wasn't alarmed that a particular thing happened,-0.033982522785663605,0.1020403802394867,-0.8624531626701355,-1.157785415649414
alarm,that_S,passive,positive,False,Someone was alarmed that a particular thing happened,1.6855658292770386,1.2015745639801025,-0.07072532176971436,-0.6733924150466919
alarm,that_S,passive,positive,True,John was alarmed that a particular thing happened,1.6164134740829468,1.527894377708435,-0.3389482796192169,-0.6619789004325867
alarm,to_VPeventive,passive,negative,False,A particular person wasn\'t alarmed to do a particular thing.,0.5580602288246155,-0.3071618974208832,-0.6960673928260803,-0.9114910364151001
alarm,to_VPeventive,passive,positive,False,A particular person was alarmed to do a particular thing.,0.41178736090660095,-0.20993420481681824,-0.6743865013122559,-1.4196735620498657
alarm,to_VPstative,passive,negative,False,A particular person wasn\'t alarmed to have a particular thing.,0.9190876483917236,0.3187977373600006,-0.6341133713722229,-1.062628149986267
alarm,to_VPstative,passive,positive,False,A particular person was alarmed to have a particular thing.,1.2135679721832275,0.9868422746658325,-0.7615079879760742,-1.2240393161773682
alert,NP_to_VPeventive,active,negative,False,Someone didn\'t alert a particular person to do a particular thing.,-1.457404375076294,-0.016045840457081795,-0.7220175862312317,-1.08955979347229
alert,NP_to_VPeventive,active,positive,False,Someone alerted a particular person to do a particular thing.,0.030620785430073738,0.634590208530426,-0.6845657825469971,-0.7650740742683411
alert,that_S,passive,negative,False,Someone wasn\'t alerted that a particular thing happened,0.1545351892709732,0.5395907163619995,-0.9127184748649597,-0.36101430654525757
alert,that_S,passive,negative,True,John wasn't alerted that a particular thing happened,0.3274979591369629,0.6251909136772156,-0.8974478840827942,-0.9837858080863953
alert,that_S,passive,positive,False,Someone was alerted that a particular thing happened,1.635290265083313,1.1190290451049805,-0.2778497636318207,-0.8102984428405762
alert,that_S,passive,positive,True,John was alerted that a particular thing happened,1.6587942838668823,1.4806649684906006,-0.25571680068969727,-0.491617351770401
alert,to_VPeventive,passive,negative,False,A particular person wasn\'t alerted to do a particular thing.,-1.8831291198730469,-0.40318143367767334,-0.9319785237312317,-1.2361280918121338
alert,to_VPeventive,passive,positive,False,A particular person was alerted to do a particular thing.,-0.2469964176416397,0.3989214599132538,-0.676954448223114,-0.9314213991165161
allege,NP_to_VPstative,active,negative,False,Someone didn\'t allege a particular person to have a particular thing.,-0.9512676000595093,-1.1415859460830688,-0.6823514699935913,-1.0208724737167358
allege,NP_to_VPstative,active,positive,False,Someone alleged a particular person to have a particular thing.,-0.38084980845451355,0.5274796485900879,-0.5971741080284119,-1.3287214040756226
allege,that_S,active,negative,False,Someone didn\'t allege that a particular thing happened,-0.41608744859695435,-0.5460129976272583,-0.772905707359314,-1.2086786031723022
allege,that_S,active,negative,True,John didn't allege that a particular thing happened,-0.48191842436790466,-0.3181077241897583,-0.692909300327301,-1.3536993265151978
allege,that_S,active,positive,False,Someone alleged that a particular thing happened,-0.28454113006591797,0.8977691531181335,-0.8653133511543274,-0.5458771586418152
allege,that_S,active,positive,True,John alleged that a particular thing happened,-0.18463179469108582,1.4102927446365356,-0.7945572137832642,-0.5522187948226929
allege,to_VPeventive,active,negative,False,A particular person didn\'t allege to do a particular thing.,-0.8932912349700928,-0.9432926177978516,-0.6261903643608093,-1.3300244808197021
allege,to_VPeventive,active,positive,False,A particular person alleged to do a particular thing.,-0.38084980845451355,-0.6955369710922241,-0.5971741080284119,-1.4484145641326904
allege,to_VPeventive,passive,negative,False,A particular person wasn\'t alleged to do a particular thing.,-0.504452645778656,-1.0680553913116455,-0.6147692799568176,-1.1669139862060547
allege,to_VPeventive,passive,positive,False,A particular person was alleged to do a particular thing.,-0.266834557056427,1.2907103300094604,-0.7526190280914307,-1.160583257675171
allege,to_VPstative,active,negative,False,A particular person didn\'t allege to have a particular thing.,-0.6823921799659729,-0.04754911735653877,-0.9029256701469421,-1.128706455230713
allege,to_VPstative,active,positive,False,A particular person alleged to have a particular thing.,-0.5157954096794128,-0.4136544466018677,-0.5996525287628174,-1.9939095973968506
allege,to_VPstative,passive,negative,False,A particular person wasn\'t alleged to have a particular thing.,-0.5682066679000854,-0.8092275857925415,-0.5222853422164917,-1.565525770187378
allege,to_VPstative,passive,positive,False,A particular person was alleged to have a particular thing.,-0.3857240378856659,1.5810518264770508,-0.6079185605049133,-1.1263407468795776
allow,NP_to_VPeventive,active,negative,False,Someone didn\'t allow a particular person to do a particular thing.,-2.000791072845459,0.5819646716117859,-0.8295324444770813,-1.0784316062927246
allow,NP_to_VPeventive,active,positive,False,Someone allowed a particular person to do a particular thing.,0.5316599011421204,1.3705977201461792,-0.7225680947303772,-0.5944615602493286
allow,NP_to_VPstative,active,negative,False,Someone didn\'t allow a particular person to have a particular thing.,-0.8512731194496155,-0.09590515494346619,-0.9363765716552734,-1.2020223140716553
allow,NP_to_VPstative,active,positive,False,Someone allowed a particular person to have a particular thing.,0.994205892086029,0.9680983424186707,-0.49314746260643005,-0.4637276232242584
allow,for_NP_to_VP,active,negative,False,Someone didn\'t allow for a particular thing to happen.,-2.8169052600860596,0.25617697834968567,-0.6744421720504761,-1.0327891111373901
allow,for_NP_to_VP,active,positive,False,Someone allowed for a particular thing to happen.,1.233400583267212,0.8555024862289429,-0.3606875538825989,-0.741852879524231
allow,to_VPeventive,passive,negative,False,A particular person wasn\'t allowed to do a particular thing.,-2.1109044551849365,1.4703764915466309,-0.7157992720603943,-1.0846054553985596
allow,to_VPeventive,passive,positive,False,A particular person was allowed to do a particular thing.,0.02346266247332096,1.1337065696716309,-0.6172865629196167,-0.6712769865989685
allow,to_VPstative,passive,negative,False,A particular person wasn\'t allowed to have a particular thing.,-1.5502004623413086,2.366835832595825,-1.1283986568450928,-0.361497163772583
allow,to_VPstative,passive,positive,False,A particular person was allowed to have a particular thing.,0.5708102583885193,1.8367584943771362,-0.60350501537323,-0.5017498135566711
amaze,that_S,passive,negative,False,Someone wasn\'t amazed that a particular thing happened,1.6705058813095093,0.718920111656189,-0.2772975564002991,-0.9155924916267395
amaze,that_S,passive,negative,True,John wasn't amazed that a particular thing happened,1.0293854475021362,0.36671125888824463,-0.43639469146728516,-0.9106170535087585
amaze,that_S,passive,positive,False,Someone was amazed that a particular thing happened,1.6912108659744263,2.073718786239624,-0.07625170052051544,-0.403951495885849
amaze,that_S,passive,positive,True,John was amazed that a particular thing happened,1.697969913482666,2.2252869606018066,-0.07598734647035599,-0.2881782054901123
amaze,to_VPeventive,passive,negative,False,A particular person wasn\'t amazed to do a particular thing.,0.947269082069397,-0.8684810400009155,-0.6187657117843628,-1.164009690284729
amaze,to_VPeventive,passive,positive,False,A particular person was amazed to do a particular thing.,1.7820117473602295,1.0131242275238037,-0.2116895616054535,-0.5183253288269043
amaze,to_VPstative,passive,negative,False,A particular person wasn\'t amazed to have a particular thing.,1.7395503520965576,-0.5719785690307617,-0.057467229664325714,-1.088822364807129
amaze,to_VPstative,passive,positive,False,A particular person was amazed to have a particular thing.,1.684546709060669,1.6563520431518555,-0.04069550335407257,-1.184410572052002
amuse,that_S,passive,negative,False,Someone wasn\'t amused that a particular thing happened,1.6573500633239746,1.927469253540039,-0.3200485110282898,-0.961375892162323
amuse,that_S,passive,negative,True,John wasn't amused that a particular thing happened,1.6559110879898071,0.6794245839118958,-0.0731973871588707,-0.9390386343002319
amuse,that_S,passive,positive,False,Someone was amused that a particular thing happened,1.6549540758132935,3.1596720218658447,-0.06173790618777275,-0.13696271181106567
amuse,that_S,passive,positive,True,John was amused that a particular thing happened,1.6366679668426514,1.917229413986206,-0.379992812871933,-0.6688809394836426
amuse,to_VPeventive,passive,negative,False,A particular person wasn\'t amused to do a particular thing.,0.4888598918914795,-0.14155298471450806,-0.5535362958908081,-1.4154132604599
amuse,to_VPeventive,passive,positive,False,A particular person was amused to do a particular thing.,1.2485132217407227,1.2009848356246948,-0.6441783905029297,-1.1843849420547485
amuse,to_VPstative,passive,negative,False,A particular person wasn\'t amused to have a particular thing.,0.5028256177902222,-0.03185949847102165,-0.9335080981254578,-1.351919412612915
amuse,to_VPstative,passive,positive,False,A particular person was amused to have a particular thing.,1.4259679317474365,1.7980965375900269,-0.2732129693031311,-0.5218514204025269
anger,that_S,passive,negative,False,Someone wasn\'t angered that a particular thing happened,1.071894645690918,0.6118544340133667,-0.7718362212181091,-0.8923280835151672
anger,that_S,passive,negative,True,John wasn't angered that a particular thing happened,0.4900146722793579,0.7614494562149048,-0.7786233425140381,-0.9414228200912476
anger,that_S,passive,positive,False,Someone was angered that a particular thing happened,1.6549540758132935,2.8696610927581787,-0.06173790618777275,-0.10877902805805206
anger,that_S,passive,positive,True,John was angered that a particular thing happened,1.6660794019699097,0.848778247833252,-0.07297298312187195,-1.0589604377746582
anger,to_VPeventive,passive,negative,False,A particular person wasn\'t angered to do a particular thing.,-0.03948081284761429,-0.7085133194923401,-1.438269019126892,-1.051917314529419
anger,to_VPeventive,passive,positive,False,A particular person was angered to do a particular thing.,1.688123345375061,-0.50931316614151,-0.25502049922943115,-1.182990312576294
anguish,that_S,passive,negative,False,Someone wasn\'t anguished that a particular thing happened,1.4947527647018433,-0.49199068546295166,-0.2710660696029663,-1.1267154216766357
anguish,that_S,passive,negative,True,John wasn't anguished that a particular thing happened,0.4658125340938568,-0.30860236287117004,-0.6054563522338867,-1.0129486322402954
